module_id,dir,topic_name,first_seen,last_seen,rows
0,in,topic_1,1771685734304000,1771685841512000,3
0,in,topic_15,1771685811228000,1771685811228000,1
0,in,topic_16,1771685727948000,1771685882740000,7
0,in,topic_18,1771685772564000,1771685869740000,2
0,in,topic_20,1771685809812000,1771685882012000,2
0,in,topic_21,1771685796564000,1771685880812000,5
0,in,topic_22,1771685732536000,1771685878616000,36
0,in,topic_224,1771685771564000,1771685847812000,3
0,in,topic_24,1771685829936000,1771685840936000,2
0,in,topic_240,1771685725408000,1771685884120000,39518
0,in,topic_30,1771685784112000,1771685849016000,5
0,in,topic_32,1771685742564000,1771685844212000,3
0,in,topic_33,1771685745212000,1771685834312000,10
0,in,topic_4,1771685803512000,1771685857592000,2
0,in,topic_6,1771685761112000,1771685866612000,9
0,in,topic_8,1771685797452000,1771685797452000,1
0,out,estimator_aid_src_baro_hgt,0,0,3053
0,out,estimator_aid_src_gnss_hgt,0,0,3053
0,out,estimator_aid_src_gnss_pos,0,0,3053
0,out,estimator_aid_src_gnss_vel,0,0,3053
0,out,estimator_aid_src_gravity,0,0,19840
0,out,estimator_aid_src_mag,0,0,2335
0,out,estimator_baro_bias,0,0,3044
0,out,event,1771685723848000,1771685883124000,18
0,out,mission,0,0,1
0,out,ping,0,0,177
0,out,telemetry_status,0,0,879
0,out,vehicle_command,0,0,4
0,out,vehicle_command_ack,0,0,4
109,out,cpuload,1771685725116000,1771685884116000,319
126,out,sensor_combined,1771685725408000,1771685884120000,39679
126,out,sensor_preflight_mag,1771685725408000,1771685884120000,250
126,out,sensors_status_baro,1771685725408000,1771685884120000,39679
126,out,sensors_status_imu,1771685725408000,1771685884120000,39679
126,out,sensors_status_mag,1771685725408000,1771685884120000,39679
126,out,vehicle_acceleration,1771685725408000,1771685884120000,39679
126,out,vehicle_air_data,1771685725396000,1771685884100000,3053
126,out,vehicle_angular_velocity,1771685725408000,1771685884120000,39679
126,out,vehicle_gps_position,1771685725404000,1771685884108000,3053
126,out,vehicle_imu,1771685725408000,1771685884120000,39679
126,out,vehicle_imu_status,1771685725316000,1771685884116000,1589
126,out,vehicle_magnetometer,1771685725300000,1771685884012000,2335
127,out,dataman_response,1771685725372000,1771685883124000,3
128,out,dataman_request,1771685725372000,1771685725372000,1
14,out,landing_gear,1771685731628000,1771685817828000,4
14,out,trajectory_setpoint,1771685725404000,1771685884108000,7936
14,out,vehicle_constraints,1771685725404000,1771685884108000,7936
160,out,ekf2_timestamps,1771685725408000,1771685884120000,39679
160,out,estimator_event_flags,1771685724492000,1771685883492000,160
160,out,estimator_gps_status,1771685725396000,1771685884100000,3053
160,out,estimator_innovation_test_ratios,1771685725404000,1771685884116000,19840
160,out,estimator_innovation_variances,1771685725404000,1771685884116000,19840
160,out,estimator_innovations,1771685725404000,1771685884116000,19840
160,out,estimator_sensor_bias,1771685725260000,1771685884084000,169
160,out,estimator_states,1771685725404000,1771685884116000,19840
160,out,estimator_status,1771685725404000,1771685884116000,19840
160,out,estimator_status_flags,1771685724988000,1771685883308000,164
160,out,vehicle_attitude,1771685725408000,1771685884120000,39679
160,out,vehicle_global_position,1771685725404000,1771685884116000,19840
160,out,vehicle_local_position,1771685725404000,1771685884116000,19840
160,out,vehicle_odometry,1771685725404000,1771685884116000,19840
160,out,yaw_estimator_status,1771685725404000,1771685884116000,19840
163,in,topic_31,1771685757892000,1771685757892000,1
163,out,hover_thrust_estimate,1771685730924000,1771685881116000,18775
24,out,battery_status,1771685725400000,1771685884120000,15873
25,in,topic_20,1771685871784000,1771685871784000,1
25,out,esc_status,1771685725404000,1771685884116000,39679
25,out,sensor_accel,1771685725380000,1771685884092000,39679
25,out,sensor_accel_fifo,1771685725408000,1771685884120000,39679
25,out,sensor_baro,1771685725396000,1771685884108000,79358
25,out,sensor_gps,1771685725404000,1771685884108000,3053
25,out,sensor_gyro,1771685725380000,1771685884092000,39679
25,out,sensor_gyro_fifo,1771685725396000,1771685884108000,39679
25,out,sensor_mag,1771685725396000,1771685884108000,39679
25,out,vehicle_angular_velocity_groundtruth,1771685725408000,1771685884120000,19840
25,out,vehicle_attitude_groundtruth,1771685725408000,1771685884120000,19840
25,out,vehicle_global_position_groundtruth,1771685725408000,1771685884120000,19840
25,out,vehicle_local_position_groundtruth,1771685725408000,1771685884120000,19840
27,out,actuator_motors,1771685725408000,1771685884120000,39655
27,out,control_allocator_status,1771685725408000,1771685884120000,19840
39,out,actuator_controls_status_0,1771685725268000,1771685883768000,318
39,out,rate_ctrl_status,1771685725408000,1771685884120000,39678
39,out,vehicle_thrust_setpoint,1771685725408000,1771685884120000,39678
39,out,vehicle_torque_setpoint,1771685725408000,1771685884120000,39678
52,out,takeoff_status,1771685725412000,1771685883988000,722
52,out,vehicle_attitude_setpoint,1771685725404000,1771685884116000,19840
52,out,vehicle_local_position_setpoint,1771685725404000,1771685884116000,19840
53,in,topic_8,1771685818688000,1771685818688000,1
53,out,vehicle_rates_setpoint,1771685725408000,1771685884120000,39665
58,in,topic_129,1771685737580000,1771685872404000,4
58,in,topic_14,1771685742924000,1771685743948000,2
58,in,topic_22,1771685810268000,1771685827948000,3
58,in,topic_250,1771685748268000,1771685875668000,4
60,in,topic_1,1771685731484000,1771685731484000,1
60,in,topic_129,1771685754148000,1771685879996000,15
60,in,topic_22,1771685730732000,1771685866388000,7
60,in,topic_244,1771685730524000,1771685730524000,1
60,in,topic_250,1771685748188000,1771685865828000,10
60,in,topic_3,1771685727884000,1771685881148000,4
60,in,topic_33,1771685732148000,1771685871244000,8
60,in,topic_6,1771685736420000,1771685867204000,6
60,out,vehicle_land_detected,1771685724812000,1771685884108000,165
7,out,system_power,1771685725400000,1771685884120000,15873
71,out,actuator_outputs,1771685725408000,1771685884120000,39617
71,out,actuator_outputs_sim,1771685725408000,1771685884120000,39635
73,out,tune_control,1771685728420000,1771685728420000,1
93,in,topic_84,1771685770792000,1771685770792000,1
93,out,actuator_armed,1771685725408000,1771685883628000,320
93,out,config_overrides,1771685725372000,1771685884120000,13235
93,out,failsafe_flags,1771685725036000,1771685883772000,295
93,out,failure_detector_status,1771685725408000,1771685883628000,320
93,out,health_report,1771685723848000,1771685725864000,2
93,out,home_position,1771685731444000,1771685731444000,1
93,out,led_control,1771685723848000,1771685883832000,19
93,out,tune_control,1771685724412000,1771685883628000,6
93,out,vehicle_command_ack,1771685725396000,1771685803132000,4
93,out,vehicle_control_mode,1771685725408000,1771685883628000,320
93,out,vehicle_status,1771685725408000,1771685883628000,320
96,in,topic_22,1771685827244000,1771685827244000,1
96,out,dataman_request,1771685725432000,1771685883124000,3
96,out,distance_sensor_mode_change_request,1771685817820000,1771685881124000,2
96,out,geofence_result,1771685725396000,1771685884028000,647
96,out,mission,1771685784556000,1771685784556000,1
96,out,mission_result,1771685724404000,1771685803116000,5
96,out,mode_completed,1771685881124000,1771685881124000,1
96,out,navigator_mission_item,1771685725432000,1771685881124000,8
96,out,navigator_status,1771685725408000,1771685883628000,317
96,out,position_setpoint_triplet,1771685725408000,1771685884076000,29
96,out,rtl_status,1771685723844000,1771685883180000,42
96,out,rtl_time_estimate,1771685723844000,1771685883180000,80
96,out,vehicle_command,1771685784556000,1771685881124000,10
