module_id,dir,topic_name,first_seen,last_seen,rows
0,in,topic_1,1771684958924000,1771684958924000,1
0,in,topic_10,1771685092048000,1771685092048000,1
0,in,topic_128,1771684927284000,1771684928124000,4
0,in,topic_15,1771684972412000,1771685116412000,3
0,in,topic_16,1771684935956000,1771685105748000,8
0,in,topic_18,1771684969740000,1771685087092000,4
0,in,topic_192,1771684927644000,1771684933432000,2
0,in,topic_20,1771684932564000,1771684998012000,4
0,in,topic_21,1771684947412000,1771685089412000,2
0,in,topic_22,1771684925508000,1771685110816000,43
0,in,topic_224,1771685008812000,1771685059812000,3
0,in,topic_233,1771684924796000,1771684926068000,2
0,in,topic_240,1771684924796000,1771685119756000,48521
0,in,topic_30,1771684958216000,1771685109212000,13
0,in,topic_32,1771684929472000,1771685060564000,8
0,in,topic_33,1771684947212000,1771685105816000,10
0,in,topic_4,1771685044112000,1771685044112000,1
0,in,topic_6,1771684931212000,1771685102528000,12
0,out,dataman_request,1771684935508000,1771684935508000,1
0,out,estimator_aid_src_baro_hgt,0,0,3750
0,out,estimator_aid_src_fake_hgt,0,0,1
0,out,estimator_aid_src_fake_pos,0,0,18
0,out,estimator_aid_src_gnss_hgt,0,0,3670
0,out,estimator_aid_src_gnss_pos,0,0,3751
0,out,estimator_aid_src_gnss_vel,0,0,3751
0,out,estimator_aid_src_gravity,0,0,24371
0,out,estimator_aid_src_mag,0,0,2868
0,out,estimator_baro_bias,0,0,3668
0,out,event,1771684923748000,1771685118760000,40
0,out,mission,0,0,5
0,out,parameter_update,0,0,2
0,out,ping,0,0,194
0,out,telemetry_status,0,0,1076
0,out,transponder_report,0,0,1
0,out,vehicle_command,0,0,3
0,out,vehicle_command_ack,0,0,5
109,out,cpuload,1771684924616000,1771685119616000,391
126,out,sensor_combined,1771684924796000,1771685119756000,48740
126,out,sensor_preflight_mag,1771684924796000,1771685119756000,3161
126,out,sensor_selection,1771684919516000,1771684919516000,1
126,out,sensors_status_baro,1771684924796000,1771685119756000,48740
126,out,sensors_status_imu,1771684924796000,1771685119756000,48740
126,out,sensors_status_mag,1771684924796000,1771685119756000,48740
126,out,vehicle_acceleration,1771684924796000,1771685119756000,48740
126,out,vehicle_air_data,1771684924752000,1771685119752000,3751
126,out,vehicle_angular_velocity,1771684924796000,1771685119756000,48740
126,out,vehicle_gps_position,1771684924760000,1771685119708000,3750
126,out,vehicle_imu,1771684924796000,1771685119756000,48740
126,out,vehicle_imu_status,1771684924716000,1771685119716000,1951
126,out,vehicle_magnetometer,1771684924668000,1771685119692000,2869
127,out,dataman_response,1771684924024000,1771685118760000,18
128,out,dataman_request,1771684924024000,1771684936416000,8
14,in,topic_148,1771684924924000,1771684926804000,4
14,in,topic_22,1771684931724000,1771684931724000,1
14,in,topic_24,1771684925148000,1771684927908000,5
14,out,landing_gear,1771684920844000,1771685059948000,5
14,out,trajectory_setpoint,1771684924788000,1771685119748000,9749
14,out,vehicle_constraints,1771684924788000,1771685119748000,9749
160,out,ekf2_timestamps,1771684924796000,1771685119756000,48740
160,out,estimator_event_flags,1771684924252000,1771685119492000,197
160,out,estimator_gps_status,1771684924748000,1771685119748000,3751
160,out,estimator_innovation_test_ratios,1771684924796000,1771685119756000,24371
160,out,estimator_innovation_variances,1771684924796000,1771685119756000,24371
160,out,estimator_innovations,1771684924796000,1771685119756000,24371
160,out,estimator_sensor_bias,1771684924556000,1771685118788000,395
160,out,estimator_states,1771684924796000,1771685119756000,24371
160,out,estimator_status,1771684924796000,1771685119756000,24371
160,out,estimator_status_flags,1771684924780000,1771685118916000,201
160,out,vehicle_attitude,1771684924796000,1771685119756000,48740
160,out,vehicle_global_position,1771684935516000,1771685119756000,23031
160,out,vehicle_local_position,1771684924796000,1771685119756000,24371
160,out,vehicle_odometry,1771684924796000,1771685119756000,24371
160,out,yaw_estimator_status,1771684938428000,1771685119756000,22667
163,out,hover_thrust_estimate,1771684953764000,1771685116756000,20375
23,out,gripper,1771684922300000,1771684922300000,1
23,out,vehicle_command,1771684922296000,1771684922296000,1
23,out,vehicle_command_ack,1771684923396000,1771684923396000,1
24,out,battery_status,1771684924792000,1771685119752000,19497
25,out,esc_status,1771684924796000,1771685119752000,48699
25,out,sensor_accel,1771684924792000,1771685119756000,48742
25,out,sensor_accel_fifo,1771684924796000,1771685119756000,48740
25,out,sensor_baro,1771684924792000,1771685119756000,97484
25,out,sensor_gps,1771684924760000,1771685119708000,3750
25,out,sensor_gyro,1771684924792000,1771685119756000,48742
25,out,sensor_gyro_fifo,1771684924792000,1771685119756000,48742
25,out,sensor_mag,1771684924792000,1771685119756000,48742
25,out,vehicle_angular_velocity_groundtruth,1771684924792000,1771685119752000,24371
25,out,vehicle_attitude_groundtruth,1771684924792000,1771685119752000,24371
25,out,vehicle_global_position_groundtruth,1771684924792000,1771685119752000,24371
25,out,vehicle_local_position_groundtruth,1771684924792000,1771685119752000,24371
27,out,actuator_motors,1771684924796000,1771685119756000,48716
27,out,actuator_servos_trim,1771684920508000,1771684929604000,2
27,out,control_allocator_status,1771684924792000,1771685119752000,24371
39,out,actuator_controls_status_0,1771684924768000,1771685119268000,390
39,out,rate_ctrl_status,1771684924796000,1771685119756000,48740
39,out,vehicle_thrust_setpoint,1771684924796000,1771685119756000,48740
39,out,vehicle_torque_setpoint,1771684924796000,1771685119756000,48740
52,out,takeoff_status,1771684921956000,1771685119628000,723
52,out,vehicle_attitude_setpoint,1771684924796000,1771685119756000,24371
52,out,vehicle_local_position_setpoint,1771684924796000,1771685119756000,24371
53,out,vehicle_rates_setpoint,1771684924796000,1771685119756000,48727
54,out,manual_control_setpoint,1771684919384000,1771684919384000,1
58,in,topic_129,1771685003412000,1771685064764000,3
58,in,topic_14,1771684926148000,1771685080484000,5
58,in,topic_22,1771684927468000,1771685095868000,4
58,in,topic_250,1771684926484000,1771685081444000,6
60,in,topic_129,1771684960444000,1771685112804000,18
60,in,topic_15,1771684992428000,1771684992428000,1
60,in,topic_22,1771684931412000,1771685080276000,8
60,in,topic_244,1771684941140000,1771684942588000,2
60,in,topic_250,1771684931364000,1771685113004000,11
60,in,topic_3,1771684935028000,1771685097828000,6
60,in,topic_33,1771684962468000,1771685096572000,9
60,in,topic_6,1771684925284000,1771685111572000,11
60,out,vehicle_land_detected,1771684924068000,1771685119748000,202
7,out,system_power,1771684924792000,1771685119752000,19497
71,out,actuator_outputs,1771684924796000,1771685119756000,48672
71,out,actuator_outputs_sim,1771684924796000,1771685119756000,48698
73,out,tune_control,1771684928068000,1771684939456000,4
93,in,topic_20,1771684942096000,1771684942096000,1
93,in,topic_233,1771684925800000,1771684925800000,1
93,in,topic_243,1771685049808000,1771685049808000,1
93,out,actuator_armed,1771684924612000,1771685119264000,394
93,out,config_overrides,1771684924792000,1771685119756000,16253
93,out,failsafe_flags,1771684924720000,1771685119624000,364
93,out,failure_detector_status,1771684924612000,1771685119264000,394
93,out,health_report,1771684923748000,1771684936912000,6
93,out,home_position,1771684929484000,1771684942432000,3
93,out,led_control,1771684923100000,1771685119468000,24
93,out,power_button_state,1771684919620000,1771684919620000,1
93,out,tune_control,1771684919620000,1771685119264000,11
93,out,vehicle_command_ack,1771684936444000,1771685026036000,3
93,out,vehicle_control_mode,1771684924612000,1771685119264000,394
93,out,vehicle_status,1771684924612000,1771685119264000,394
96,in,topic_22,1771684989604000,1771684989604000,1
96,in,topic_32,1771684999932000,1771685035484000,2
96,out,dataman_request,1771684928492000,1771685118760000,10
96,out,distance_sensor_mode_change_request,1771684921284000,1771685116772000,3
96,out,geofence_result,1771684928948000,1771685119668000,779
96,out,geofence_status,1771684921340000,1771684921340000,1
96,out,mission,1771685003764000,1771685003764000,1
96,out,mission_result,1771684928492000,1771685026004000,7
96,out,navigator_mission_item,1771684936480000,1771685116772000,8
96,out,navigator_status,1771684924460000,1771685119264000,388
96,out,position_setpoint_triplet,1771684924764000,1771685119716000,274
96,out,rtl_status,1771684923300000,1771685118916000,54
96,out,rtl_time_estimate,1771684923300000,1771685118916000,98
96,out,vehicle_command,1771685003764000,1771685116772000,10
