module_id,dir,topic_name,first_seen,last_seen,rows
0,in,topic_1,1771685685712000,1771685685712000,1
0,in,topic_15,1771685531412000,1771685557656000,2
0,in,topic_16,1771685531620000,1771685706588000,12
0,in,topic_18,1771685551812000,1771685667276000,4
0,in,topic_20,1771685523812000,1771685712564000,8
0,in,topic_22,1771685526812000,1771685719112000,34
0,in,topic_224,1771685615564000,1771685669564000,2
0,in,topic_240,1771685523332000,1771685721820000,49440
0,in,topic_30,1771685543712000,1771685698412000,7
0,in,topic_32,1771685539212000,1771685645564000,3
0,in,topic_33,1771685536032000,1771685703912000,12
0,in,topic_4,1771685561216000,1771685561216000,1
0,in,topic_6,1771685529660000,1771685707512000,9
0,in,topic_8,1771685575364000,1771685575364000,1
0,out,estimator_aid_src_baro_hgt,0,0,3818
0,out,estimator_aid_src_gnss_hgt,0,0,3818
0,out,estimator_aid_src_gnss_pos,0,0,3818
0,out,estimator_aid_src_gnss_vel,0,0,3818
0,out,estimator_aid_src_gravity,0,0,24812
0,out,estimator_aid_src_mag,0,0,2920
0,out,estimator_baro_bias,0,0,3807
0,out,event,1771685521852000,1771685720824000,18
0,out,mission,0,0,1
0,out,ping,0,0,220
0,out,telemetry_status,0,0,1082
0,out,vehicle_command,0,0,4
0,out,vehicle_command_ack,0,0,4
109,out,cpuload,1771685523116000,1771685721616000,398
126,out,sensor_combined,1771685523332000,1771685721820000,49623
126,out,sensor_preflight_mag,1771685523328000,1771685721820000,250
126,out,sensors_status_baro,1771685523332000,1771685721820000,49623
126,out,sensors_status_imu,1771685523332000,1771685721820000,49623
126,out,sensors_status_mag,1771685523332000,1771685721820000,49623
126,out,vehicle_acceleration,1771685523332000,1771685721820000,49623
126,out,vehicle_air_data,1771685523324000,1771685721808000,3818
126,out,vehicle_angular_velocity,1771685523332000,1771685721820000,49623
126,out,vehicle_gps_position,1771685523332000,1771685721816000,3818
126,out,vehicle_imu,1771685523332000,1771685721820000,49623
126,out,vehicle_imu_status,1771685523316000,1771685721816000,1986
126,out,vehicle_magnetometer,1771685523204000,1771685721764000,2921
127,out,dataman_response,1771685523296000,1771685720828000,4
128,out,dataman_request,1771685523296000,1771685523296000,1
14,in,topic_22,1771685605004000,1771685605004000,1
14,in,topic_24,1771685635628000,1771685635628000,1
14,out,landing_gear,1771685529564000,1771685652524000,4
14,out,trajectory_setpoint,1771685523324000,1771685721804000,9925
14,out,vehicle_constraints,1771685523324000,1771685721804000,9925
160,out,ekf2_timestamps,1771685523332000,1771685721820000,49623
160,out,estimator_event_flags,1771685522492000,1771685721492000,200
160,out,estimator_gps_status,1771685523324000,1771685721804000,3818
160,out,estimator_innovation_test_ratios,1771685523332000,1771685721820000,24812
160,out,estimator_innovation_variances,1771685523332000,1771685721820000,24812
160,out,estimator_innovations,1771685523332000,1771685721820000,24812
160,out,estimator_sensor_bias,1771685522756000,1771685721260000,212
160,out,estimator_states,1771685523332000,1771685721820000,24812
160,out,estimator_status,1771685523332000,1771685721820000,24812
160,out,estimator_status_flags,1771685522644000,1771685720988000,204
160,out,vehicle_attitude,1771685523332000,1771685721820000,49623
160,out,vehicle_global_position,1771685523332000,1771685721820000,24812
160,out,vehicle_local_position,1771685523332000,1771685721820000,24812
160,out,vehicle_odometry,1771685523332000,1771685721820000,24812
160,out,yaw_estimator_status,1771685523332000,1771685721820000,24812
163,in,topic_33,1771685578284000,1771685578284000,1
163,out,hover_thrust_estimate,1771685528844000,1771685718820000,23748
24,out,battery_status,1771685523332000,1771685721820000,19850
25,in,topic_20,1771685565504000,1771685565504000,1
25,out,esc_status,1771685523328000,1771685721816000,49623
25,out,sensor_accel,1771685523304000,1771685721792000,49623
25,out,sensor_accel_fifo,1771685523332000,1771685721820000,49623
25,out,sensor_baro,1771685523320000,1771685721808000,99246
25,out,sensor_gps,1771685523332000,1771685721816000,3818
25,out,sensor_gyro,1771685523304000,1771685721792000,49623
25,out,sensor_gyro_fifo,1771685523320000,1771685721808000,49623
25,out,sensor_mag,1771685523320000,1771685721808000,49623
25,out,vehicle_angular_velocity_groundtruth,1771685523328000,1771685721816000,24812
25,out,vehicle_attitude_groundtruth,1771685523328000,1771685721816000,24812
25,out,vehicle_global_position_groundtruth,1771685523328000,1771685721816000,24812
25,out,vehicle_local_position_groundtruth,1771685523328000,1771685721816000,24812
27,out,actuator_motors,1771685523332000,1771685721820000,49597
27,out,control_allocator_status,1771685523328000,1771685721816000,24812
39,out,actuator_controls_status_0,1771685523268000,1771685721768000,398
39,out,rate_ctrl_status,1771685523332000,1771685721820000,49622
39,out,vehicle_thrust_setpoint,1771685523332000,1771685721820000,49623
39,out,vehicle_torque_setpoint,1771685523332000,1771685721820000,49623
52,out,takeoff_status,1771685523332000,1771685721692000,722
52,out,vehicle_attitude_setpoint,1771685523332000,1771685721820000,24812
52,out,vehicle_local_position_setpoint,1771685523332000,1771685721820000,24812
53,in,topic_8,1771685573528000,1771685573528000,1
53,out,vehicle_rates_setpoint,1771685523332000,1771685721820000,49605
58,in,topic_129,1771685529804000,1771685716836000,6
58,in,topic_14,1771685531948000,1771685672388000,7
58,in,topic_22,1771685717844000,1771685717844000,1
58,in,topic_250,1771685635884000,1771685668084000,2
60,in,topic_129,1771685586204000,1771685717548000,13
60,in,topic_20,1771685568516000,1771685648116000,2
60,in,topic_22,1771685550620000,1771685698748000,9
60,in,topic_250,1771685526604000,1771685712308000,15
60,in,topic_3,1771685524716000,1771685721484000,11
60,in,topic_33,1771685538692000,1771685660332000,6
60,in,topic_6,1771685584988000,1771685720052000,6
60,out,vehicle_land_detected,1771685522468000,1771685721812000,205
7,out,system_power,1771685523332000,1771685721820000,19850
71,out,actuator_outputs,1771685523332000,1771685721820000,49557
71,out,actuator_outputs_sim,1771685523332000,1771685721820000,49585
73,out,tune_control,1771685526340000,1771685526340000,1
93,in,topic_233,1771685674240000,1771685674240000,1
93,out,actuator_armed,1771685523328000,1771685721328000,399
93,out,config_overrides,1771685523304000,1771685721820000,16550
93,out,failsafe_flags,1771685522932000,1771685721688000,369
93,out,failure_detector_status,1771685523328000,1771685721328000,399
93,out,health_report,1771685521852000,1771685523892000,2
93,out,home_position,1771685529352000,1771685529352000,1
93,out,led_control,1771685521852000,1771685721532000,19
93,out,tune_control,1771685522296000,1771685721328000,6
93,out,vehicle_command_ack,1771685523328000,1771685627140000,4
93,out,vehicle_control_mode,1771685523328000,1771685721328000,400
93,out,vehicle_status,1771685523328000,1771685721328000,399
96,in,topic_22,1771685530108000,1771685530108000,1
96,in,topic_32,1771685531668000,1771685596284000,2
96,out,dataman_request,1771685523352000,1771685720824000,2
96,out,distance_sensor_mode_change_request,1771685652516000,1771685718836000,2
96,out,geofence_result,1771685523328000,1771685721780000,808
96,out,mission,1771685589828000,1771685589828000,1
96,out,mission_result,1771685522292000,1771685627124000,5
96,out,mode_completed,1771685718836000,1771685718836000,1
96,out,navigator_mission_item,1771685523352000,1771685718836000,8
96,out,navigator_status,1771685523328000,1771685721380000,395
96,out,position_setpoint_triplet,1771685523328000,1771685721780000,30
96,out,rtl_status,1771685522156000,1771685627152000,54
96,out,rtl_time_estimate,1771685522156000,1771685719796000,99
96,out,vehicle_command,1771685589828000,1771685718836000,10
