module_id,dir,topic_name,first_seen,last_seen,rows
0,in,topic_1,1771685188564000,1771685322892000,2
0,in,topic_16,1771685143692000,1771685311388000,11
0,in,topic_18,1771685206252000,1771685306812000,4
0,in,topic_20,1771685167012000,1771685267412000,7
0,in,topic_21,1771685215564000,1771685264412000,3
0,in,topic_22,1771685126512000,1771685320776000,39
0,in,topic_224,1771685257812000,1771685322564000,3
0,in,topic_24,1771685135576000,1771685308976000,4
0,in,topic_240,1771685122640000,1771685323732000,50095
0,in,topic_30,1771685148412000,1771685313112000,9
0,in,topic_32,1771685164564000,1771685310412000,6
0,in,topic_33,1771685126564000,1771685305412000,9
0,in,topic_4,1771685186912000,1771685261288000,3
0,in,topic_6,1771685127452000,1771685321512000,15
0,out,estimator_aid_src_baro_hgt,0,0,3868
0,out,estimator_aid_src_gnss_hgt,0,0,3868
0,out,estimator_aid_src_gnss_pos,0,0,3868
0,out,estimator_aid_src_gnss_vel,0,0,3868
0,out,estimator_aid_src_gravity,0,0,25138
0,out,estimator_aid_src_mag,0,0,2958
0,out,estimator_baro_bias,0,0,3863
0,out,event,1771685120920000,1771685322736000,18
0,out,mission,0,0,1
0,out,ping,0,0,223
0,out,telemetry_status,0,0,1091
0,out,vehicle_command,0,0,4
0,out,vehicle_command_ack,0,0,4
108,in,topic_231,1771685268004000,1771685268004000,1
109,out,cpuload,1771685122616000,1771685323616000,403
126,out,sensor_combined,1771685122640000,1771685323732000,50274
126,out,sensor_preflight_mag,1771685122636000,1771685323732000,250
126,out,sensors_status_baro,1771685122640000,1771685323732000,50274
126,out,sensors_status_imu,1771685122640000,1771685323732000,50274
126,out,sensors_status_mag,1771685122640000,1771685323732000,50274
126,out,vehicle_acceleration,1771685122640000,1771685323732000,50274
126,out,vehicle_air_data,1771685122612000,1771685323696000,3868
126,out,vehicle_angular_velocity,1771685122640000,1771685323732000,50274
126,out,vehicle_gps_position,1771685122620000,1771685323704000,3868
126,out,vehicle_imu,1771685122640000,1771685323732000,50274
126,out,vehicle_imu_status,1771685122616000,1771685323716000,2012
126,out,vehicle_magnetometer,1771685122548000,1771685323692000,2959
127,out,dataman_response,1771685122612000,1771685322736000,3
128,out,dataman_request,1771685122612000,1771685122612000,1
14,in,topic_24,1771685152908000,1771685152908000,1
14,out,landing_gear,1771685128884000,1771685268628000,4
